1508,ESYJ,RIE8,J589,XX2M,1637964309,N/A,1935/10/1,1927/3/1,IEAS,2016/3/14,516,2AED,1346170178,Z3PD,I151495341,DZPD,1963/8/21,IC22,BAAH,X3YM,NMR4,SRWC,MMB2,FXK5,28,3,2,994258045,246803483,961719771,760127397,4J5T8I2QVLPM,N/A,Yes,No,No,Normal,N/A,993,98,1091
1509,NWEP,D8LF,QM5X,UWMX,1610846369,N/A,1983/10/1,1917/4/20,JHN9,1944/1/13,960,K4OM,1504977273,S07T,F121222445,O2O4,1973/6/4,IC14,EKOX,70KJ,FF9F,6LMP,RTAN,5YBS,28,3,2,984207624,789795742,181159398,717181548,A3K1PXV8PJP3,N/A,Yes,No,No,Normal,N/A,963,96,1059
1510,TCCU,7ZL9,6VCE,R5WY,1224609972,N/A,1935/10/1,1945/4/11,231T,1960/9/10,992,O55E,1434146476,Z7F5,S236794367,FGPO,1945/6/2,IC21,Q5GV,6C2D,GD0I,4V6V,O35U,P16Y,28,3,2,902667386,990245971,424290101,355539467,6DO15XYHF6LY,N/A,Yes,No,No,Normal,N/A,920,92,1012
1511,27KD,JB3R,CNY4,D5Y2,1145017479,N/A,1919/4/1,1916/02/30,QPJI,1928/11/27,991,GNQM,1145607170,5U43,X187987126,V88W,1969/3/31,IC30,27DU,YON9,6MA0,42RQ,D62O,3QWX,28,3,2,943195053,617841223,722625450,680020884,8U7GOXM4TEJB,N/A,Yes,No,No,Normal,N/A,969,94,1063
1512,ZGET,6PZJ,46QA,LHNP,1123971794,N/A,1938/6/1,1967/10/20,V1KA,1951/9/20,559,JJ04,1094408859,1AS8,M184804680,SETG,2008/1/6,IC19,RGSK,5VXI,HOXZ,9B6U,OHYL,6S12,28,3,2,928580150,221060502,376157445,420173553,TZCMTX0G68IG,N/A,Yes,No,No,Normal,N/A,914,96,1010
1513,5L10,E0BO,PKUN,ET14,1407644347,N/A,1915/1/1,2001/6/11,WJVK,1921/5/12,627,JQ6H,1050947275,FYWG,Z153450933,GTWJ,1943/5/6,IC12,NFIX,ABCK,2GKT,H5TB,JZ08,WTPR,28,3,2,984454494,470440802,131228656,354640113,0W10MBZH9Q08,N/A,Yes,No,No,Normal,N/A,955,96,1051
1514,G1MV,PCZD,9DYV,KN2M,1255677755,N/A,1927/2/1,1982/2/6,XGG9,1947/7/19,841,TVOE,1524109158,P0C3,Q137705461,O3CJ,1981/8/7,IC15,NE2I,FGGD,9W1V,U6SC,K38I,JR9Z,28,3,2,999714194,992771721,177168973,817890354,A91K2MUEA5L3,N/A,Yes,No,No,Normal,N/A,978,92,1070
1515,F559,TQMD,9IHZ,KC6Y,1214614305,N/A,1992/11/1,1949/4/25,ZN9I,1948/12/3,818,WESI,1356780290,UIUK,C127059594,638Z,1972/11/7,IC13,VWTP,K3VW,8JFR,H034,M81A,SO2I,28,3,2,982299621,881137787,283487877,194610473,ZV3A3OR0YQ4W,N/A,Yes,No,No,Normal,N/A,971,93,1064
1516,TMGS,OGS2,SU9K,VKWR,1226410773,N/A,2009/7/1,1974/3/10,AQ5M,1945/7/15,454,4EIL,1530446095,MCM4,C288617641,OFZO,1997/6/12,IC24,AGEW,CG7U,EEP1,T1OW,5S2L,1RIP,28,3,2,947942814,922755802,495669147,185670432,6QO1KB6VTUAH,N/A,Yes,No,No,Normal,N/A,916,99,1015
1517,Y9U0,NSN3,FYCA,C4LV,1543280901,N/A,1924/4/1,1964/11/15,ZU5Y,2015/4/29,147,V8VR,1624114417,FSRO,L290807145,15A8,1930/9/7,IC24,XLGA,C7BS,RUGO,33YM,X9X2,14RO,28,3,2,984721798,470900203,497137749,723797332,44NTGN0NS6WR,N/A,Yes,No,No,Normal,N/A,934,98,1032
1518,3VUK,T2A9,TU3I,UNOD,1997615940,N/A,1931/4/1,1967/9/12,BLXP,1998/2/22,808,D67G,1657242617,P1Q2,Y167604314,1PIZ,1986/10/23,IC21,TXR5,GY2F,V89U,8ZGE,R3R9,LR7M,28,3,2,934832989,271234619,929905096,274413443,5EYH7D8WS2KI,N/A,Yes,No,No,Normal,N/A,997,100,1097
1519,BURW,P9KC,DZM2,CPGV,1431784470,N/A,1985/3/1,1933/5/27,IP5W,1921/2/24,614,S27O,1181417480,BHV7,A148810335,1VS7,1934/9/20,IC15,O3LR,1L57,M82I,4PI2,T8LG,782W,28,3,2,995090298,993477904,530274717,446966598,42NJQKLM0J61,N/A,Yes,No,No,Normal,N/A,997,94,1091
1520,PK5T,0ZC3,GC5C,51EE,1529287739,N/A,1916/10/1,1975/9/3,0TWO,1929/7/12,272,SXIW,1860186553,7RF9,T189087118,RIMQ,1969/6/15,IC30,KI6P,381O,J1CA,BHBD,OUVE,W88M,28,3,2,968536106,772192396,348000717,267350243,KF6D1QZN8ZD6,N/A,Yes,No,No,Normal,N/A,976,98,1074
1521,M7L9,R9BR,3U8U,L0S4,1452263087,N/A,1942/8/1,1925/2/16,J9FR,1912/2/10,70,R00Y,1547510840,UH45,N114624566,JY4D,1992/12/12,IC13,507,SAT9,EGVH,6ENX,ZUGA,5JR8,28,3,2,942254676,893211217,124985574,759930063,MXJYSB3D9UG8,N/A,Yes,No,No,Normal,N/A,982,97,1079
1522,Q0N5,Y8JG,GWR4,9WJX,1746062726,N/A,1992/3/1,1995/9/14,302J,1989/4/4,893,SSC3,1722846072,QUO8,H263182216,PPXP,1975/3/10,IC31,2RVO,CE02,0RXP,FXLQ,23PU,TIBH,28,3,2,973693478,538480047,154802156,408536358,P06ZUFQPLCDQ,N/A,Yes,No,No,Normal,N/A,984,90,1074
1523,QZPV,XUCK,3ECT,8FRB,1785581913,N/A,1998/3/1,1961/5/29,Q4BN,1967/8/15,376,QI38,1049025470,PH4J,N198801467,JAZ3,1941/1/12,IC31,YBRR,MLFC,UEGA,IXM4,8SFC,T9P3,28,3,2,961679808,268329442,298099440,807170681,QRBVGVO0VHC9,N/A,Yes,No,No,Normal,N/A,941,92,1033
1524,QXQ5,NW22,KIXA,XAPK,1270376862,N/A,1973/2/1,1931/8/29,E7NP,1999/1/17,390,TKY8,1888236660,ADR9,M228965212,CK1B,1939/3/25,IC03,F9QF,DZ08,JA4U,NUY7,3JOW,0KX5,28,3,2,905074909,598622773,694502348,531283445,KUDXVFVC2BNZ,N/A,Yes,No,No,Normal,N/A,990,97,1087
1525,B7TP,P84M,U4LQ,V26G,1481548470,N/A,1976/8/1,1912/10/19,LNSQ,1923/4/19,816,VIKI,1259260327,9L8M,A199392598,MJPL,1991/5/6,IC27,ARQW,CLAR,S6G5,XX4L,THF4,CC50,28,3,2,921775341,669597717,945266623,228187820,Y9000712C8J7,N/A,Yes,No,No,Normal,N/A,933,94,1027
1526,E0QH,TRSL,OCSI,QMSV,1140396239,N/A,1952/1/1,1983/11/10,4ZIC,2012/7/26,789,O624,1499627827,4UBA,Y190274176,1D7K,1961/4/3,IC27,9P9X,LGWG,5EDU,AF1T,IX1R,H3FM,28,3,2,930825333,913623897,415153046,959322937,EENTIVC5FFW5,N/A,Yes,No,No,Normal,N/A,975,100,1075
1527,7PQJ,ZXH4,HKHU,0DSN,1944627877,N/A,1911/4/1,2009/12/5,7L7N,2000/4/1,246,D7N6,1969151261,167M,Z144351187,YK37,1933/10/15,IC20,YJNL,UK1O,8UHM,MWLW,4VLE,L4JW,28,3,2,913290389,416744661,602263755,585375534,5EGPLRCCUQZ8,N/A,Yes,No,No,Normal,N/A,932,96,1028
1528,DSSZ,KO9Q,90YX,XZOE,1957194772,N/A,1940/5/1,2001/10/17,UJQH,2016/5/12,879,46NS,1314240438,AUXC,D229455087,2H09,2010/8/16,IC31,BX8Z,K0FT,OTKH,68HR,XP46,7NR4,28,3,2,998641873,153626460,159639243,795948127,460BVA8ZVF2Q,N/A,Yes,No,No,Normal,N/A,947,91,1038
1529,FOZR,TJB4,WQ5Q,LRRA,1134914868,N/A,1915/3/1,1962/3/10,UO85,1987/5/17,448,W44V,1950706859,VD3U,C224460209,GFUA,2000/11/21,IC31,TS28,F0GO,DN3D,0JLF,HJ22,8WHO,28,3,2,945431359,767620725,462298710,922117866,IXDYJEEJ2NAQ,N/A,Yes,No,No,Normal,N/A,933,97,1030
1530,8ZT6,XZSS,BHMM,V697,1426853220,N/A,1979/10/1,1968/6/23,WC3L,1924/8/20,317,HC0M,1852565768,V8IA,J261524040,KY2H,2005/10/14,IC11,G4XK,XUSO,WOJU,G5WL,44NS,URUX,28,3,2,996538139,493779567,565135320,355332588,SZBQLDTXHGBA,N/A,Yes,No,No,Normal,N/A,902,92,994
1531,HTT3,UG7M,99T5,R451,1998064134,N/A,1930/6/1,1931/3/25,838O,1911/11/27,548,7EVR,1572406793,K743,R191755748,38IW,1931/2/8,IC01,LISG,33V5,TX3T,VQOC,MC2F,MCGV,28,3,2,954401732,468324018,835976469,612454736,8WHF7A98KONK,N/A,Yes,No,No,Normal,N/A,973,95,1068
1532,Z6UN,W953,XVS1,BYXV,1168759919,N/A,1914/4/1,1973/1/19,R1KU,1939/6/15,36,3MTT,1271858011,9EG7,M255004381,1P53,1997/12/24,IC18,RA1U,VF4N,WOGU,IP4D,A3I9,KWWU,28,3,2,947869785,844927848,904186354,120197543,DIP166L3TT3H,N/A,Yes,No,No,Normal,N/A,997,96,1093
1533,TUJI,ALPM,0N0P,00C0,1272714358,N/A,1944/3/1,1933/4/15,GOLY,1971/1/6,925,UN6Y,1226534990,HYX4,Z179195993,Z37W,2013/7/16,IC19,90AJ,WR9E,NM8K,ZMQ9,HQPF,F75S,28,3,2,947747858,286858437,232090129,132523098,Y2RC8JKH15C4,N/A,Yes,No,No,Normal,N/A,952,98,1050
1534,HRT1,1J0Q,D8LV,LLB0,1068432393,N/A,1953/7/1,1933/10/26,OBKX,1934/10/8,417,A1H9,1113725908,2Q59,T288644815,SVO3,1942/4/8,IC29,YZO6,CBGU,Y7RR,RWRY,SK4M,WDJX,28,3,2,984954599,734103000,393062340,358357687,YQ62EO4J7OWC,N/A,Yes,No,No,Normal,N/A,929,93,1022
1535,2V89,C5YJ,LPA8,BV2P,1333700189,N/A,1927/3/1,1938/3/14,TMZI,1978/2/8,86,JHB3,1100829843,KS90,Q245424564,CFFJ,1934/2/26,IC17,OEVF,FPGA,OQH2,7607,D8HB,P6S4,28,3,2,923376888,573602465,565560254,956091990,EBWD244CU2PR,N/A,Yes,No,No,Normal,N/A,966,92,1058
1536,Y2OR,6PB0,OM4Q,24KR,1424102945,N/A,2009/2/1,1928/1/28,73YF,1986/11/4,202,HNSL,1154574543,AMFR,M268335681,0B7A,2009/7/30,IC21,YC27,13S3,20AR,IL9W,L1GB,ZQNU,28,3,2,989435392,845770941,882841115,737407285,75IMWW5QBGB7,N/A,Yes,No,No,Normal,N/A,900,98,998
1537,CD22,QH1Y,LYAO,30JD,1642653452,N/A,2010/12/1,1964/2/24,187G,1911/1/26,564,LT7A,1853512635,9539,S117353760,VISK,2006/3/4,IC13,KJO5,5OYR,R0PM,3Y4D,1CUR,S5B7,28,3,2,941665685,416516087,201822371,408691156,UBQGQ0XWN3YF,N/A,Yes,No,No,Normal,N/A,912,94,1006
1538,OTKD,ZWI1,6G74,03B3,1769799191,N/A,1972/7/1,1997/2/14,O782,1980/9/29,484,TBBB,1659195248,STHZ,P229293701,Z7T6,1965/10/17,IC27,2LSC,GOOM,JFNN,LR89,FW90,DAXL,28,3,2,931831212,419568443,390942573,170657464,GIHFIO5GHA1J,N/A,Yes,No,No,Normal,N/A,945,92,1037
1539,XSWM,0PNS,GQPQ,BD3O,1294275141,N/A,1917/5/1,1931/6/5,55YJ,1946/7/15,358,LTS4,1285270537,4KP8,T112844422,CZCZ,2012/5/13,IC25,4NY1,2XOX,Z087,TBIV,PA9C,VR4T,28,3,2,916289243,282432052,678685881,958973848,TQ9561FO8MZI,N/A,Yes,No,No,Normal,N/A,973,92,1065
1540,16AR,ELAB,V4M1,8ISF,1168222651,N/A,2005/11/1,1997/9/5,OJZ4,1976/5/21,114,W6YH,1562650367,BQKF,S136233371,6AT1,1921/12/28,IC11,CTGB,QIB0,RR55,QKDQ,TGT4,5GJA,28,3,2,900027291,372008019,142593223,315641923,SZPMQUL1U2VI,N/A,Yes,No,No,Normal,N/A,989,96,1085
1541,409C,53J7,G1GV,8E9K,1702171035,N/A,1999/5/1,1969/4/12,MRCT,1947/7/22,143,RK1J,1632953910,1O0U,M137034022,3P9Q,1915/8/21,IC05,1WSB,JCML,PO76,FANY,J1PO,09UQ,28,3,2,963235921,417864974,773882039,806969944,BIGR4FJSY4R7,N/A,Yes,No,No,Normal,N/A,954,97,1051
1542,UF0G,XBPG,X1RB,B4Q3,1815461998,N/A,1975/11/1,1925/1/30,WCWR,1961/9/2,255,JCHH,1113287398,XV04,Q144206202,BPFE,1994/1/10,IC10,YD28,5BNM,YFCQ,RS83,CUE9,Z3OL,28,3,2,954324193,386852626,930246676,712827983,PO3EA612N0TS,N/A,Yes,No,No,Normal,N/A,915,97,1012
1543,8FNP,L1LG,GV3O,NMNO,1154454855,N/A,2002/8/1,1943/10/3,17B2,2005/8/22,104,OU2N,1235084380,ISDT,I245697263,JW8M,1957/11/8,IC16,5PUH,VAY4,C3AP,F5DE,Y4WZ,1KPC,28,3,2,933786463,954157906,664962332,676765004,MQTCV89FLWC0,N/A,Yes,No,No,Normal,N/A,912,92,1004
1544,U2G5,X4KI,Y1ZF,XSB6,1890010162,N/A,1919/5/1,1923/8/25,HZI8,2005/8/26,666,9YYI,1791257766,VTQW,P219250285,GCXE,2013/11/11,IC27,ITSW,WOPQ,TVPQ,LCYF,IB7Z,C9LT,28,3,2,991276502,630224301,515602924,652753998,WRIMPO46GFNU,N/A,Yes,No,No,Normal,N/A,926,96,1022
1545,W3S0,5V8P,GBH3,TNML,1473091474,N/A,2001/5/1,1941/5/25,MY5B,2001/7/21,221,36Q8,1922693505,2QZ4,R223751875,Y7YL,1952/10/17,IC18,Q0HT,JWB3,92UJ,IGV3,7CW7,ZBAC,28,3,2,904280852,520229308,157553793,627875788,15DHH0YY6239,N/A,Yes,No,No,Normal,N/A,1000,90,1090
1546,T5XM,8TX7,NK1W,812K,1712567848,N/A,1982/11/1,2015/8/6,P17T,1990/4/4,776,2WUT,1275149619,ODE7,F234097534,VTHS,1959/12/18,IC06,8XFS,QU1Q,Q12H,FG25,VEAV,H2UA,28,3,2,926142044,269434659,881426322,163085424,V99ZQ9P0V6U5,N/A,Yes,No,No,Normal,N/A,924,92,1016
1547,TBBH,D4CA,6RU9,FV4R,1168504813,N/A,1947/2/1,1985/8/25,BDT9,1936/3/23,583,1BQL,1302719085,TCN4,N119009666,TKY6,1999/8/15,IC02,1RRF,H6BZ,73UH,P1KK,RVL8,3L9E,28,3,2,977811053,890518879,233411316,418921759,LGQ1OF6UQJIG,N/A,Yes,No,No,Normal,N/A,920,95,1015
1548,I65G,252Q,TPZQ,OMVE,1969290732,N/A,1975/2/1,1927/7/8,7JCF,2007/5/27,718,TQV3,1112700070,W4LE,A260662724,YWC1,1991/8/9,IC21,KQQV,4N89,847B,AOLB,JXT2,8WET,28,3,2,961734916,782688716,100968451,324353624,3AIKVHRKT14X,N/A,Yes,No,No,Normal,N/A,914,98,1012
1549,HXWQ,YKXE,MNU4,9F8C,1452101774,N/A,1933/12/1,1928/9/7,0ZL2,1965/4/3,343,16ZU,1394145703,B14Z,G287561471,5CKF,1925/5/6,IC17,IZ3V,JI2E,ZI4E,WU8W,00A7,R2FY,28,3,2,971524233,910411756,426603481,185175698,CFZXWGHVU8L7,N/A,Yes,No,No,Normal,N/A,916,100,1016
1550,9N6I,KHP5,8Y4P,WR0M,1997838280,N/A,1962/11/1,1997/2/15,IN65,1984/6/6,743,GSQ6,1277539579,J8PB,B117255533,2YKK,1965/7/15,IC20,IJCD,CK8L,9ZBS,UOTJ,N8GS,PX9O,28,3,2,962767320,711591770,412339508,424553861,DS4GZHNM4EP3,N/A,Yes,No,No,Normal,N/A,924,92,1016
1551,GS0Z,QB0M,VOP5,Z1C5,1987310502,N/A,1957/5/1,1967/6/14,HJFG,1970/12/10,957,JNCS,1506694639,759D,H154315532,JQVL,1930/5/26,IC29,RKGL,SFO7,Q2UE,DHQ1,1LIQ,9BNE,28,3,2,962895067,770910646,326704735,333582425,1FZJP5DY5DCQ,N/A,Yes,No,No,Normal,N/A,936,99,1035
1552,XSM0,PIXF,U8LV,A5FT,1980781525,N/A,1976/1/1,1931/8/11,XVZP,1925/2/6,348,GY6S,1272866236,0QHY,K114571924,ZXAG,1941/10/12,IC01,PHEG,JVX5,GDMM,U04M,7CYQ,BK2H,28,3,2,968544450,302064858,230949300,973798239,9Z13TD202KVG,N/A,Yes,No,No,Normal,N/A,994,92,1086
1553,HBSD,F35J,PTYK,USV0,1981401699,N/A,1924/4/1,1939/3/6,X3PO,1984/04/31,727,W0SX,1713274970,U2E1,H228020462,1XBJ,1934/10/27,IC12,CHZO,6VGS,IHVR,224C,79K9,2CP3,28,3,2,903831789,186368457,974814962,575734145,KHVIMN3VNE80,N/A,Yes,No,No,Normal,N/A,984,95,1079
1554,0FHA,UQGV,ZBZX,6ZW9,1528254109,N/A,1997/3/1,1988/1/25,UJ9J,1990/12/19,595,ED1T,1191081444,HYC0,J266130459,QQB1,1988/9/27,IC28,P2G8,RMN8,6NSZ,CT8Z,2PXR,M7QE,28,3,2,927993270,961311614,446347978,192049108,ZZLXECJ1DN2R,N/A,Yes,No,No,Normal,N/A,946,93,1039
1555,JU0W,84JW,6UPP,QEPJ,1906510495,N/A,1949/4/1,1963/1/24,Z3YF,1923/3/13,191,8LQW,1044713873,AE05,G285825474,OXAY,1951/6/29,IC20,F140,45L6,B7A8,YWDX,ISTU,28G9,28,3,2,982947032,808287897,569193787,348476931,NPKWJIGC8R42,N/A,Yes,No,No,Normal,N/A,962,100,1062
1556,I7TK,IF3Y,3YF3,AXZG,1326864593,N/A,2016/8/1,1953/6/17,VDEA,1922/1/24,631,VE93,1015745495,0G18,R151395429,CVU0,1916/7/1,IC22,7LUM,T1PD,DMI5,KGB6,7QX9,0EI9,28,3,2,965632258,798221902,323029127,701252617,86JXH00AYRDW,N/A,Yes,No,No,Normal,N/A,926,90,1016
1557,XOG1,8MFT,IX1R,2AXS,1603512234,N/A,1945/5/1,1920/7/28,K34S,1959/7/1,976,DC19,1291061858,AUZG,U276993556,SMIN,2003/5/6,IC05,WMJJ,PUPT,VQNV,K169,80RZ,N60V,28,3,2,977082572,571367292,556481473,217248883,SJXHLA2WOCV8,N/A,Yes,No,No,Normal,N/A,959,93,1052
1558,T1J8,Q5XQ,JXBT,NJN7,1632060224,N/A,1960/1/1,1979/9/22,SW11,1960/8/15,439,DOLB,1078538639,KS3F,V268683665,D5PB,1927/3/15,IC06,7ZVQ,MGPW,9FX0,ERQC,RMM4,SAWV,28,3,2,931196281,765171148,690374594,167982754,FGQ58275FU80,N/A,Yes,No,No,Normal,N/A,967,95,1062
1559,SKZK,QPB8,GVH4,J0TF,1282998258,N/A,1982/12/1,2009/4/21,8RWM,2010/2/23,197,M5WM,1215190454,WRS0,Q169748557,WV6L,1960/9/2,IC31,ATLM,HUYP,ZCD9,0K0T,GQJ6,2QOV,28,3,2,923190656,332941884,224847514,453952553,6M4T72AKWQSR,N/A,Yes,No,No,Normal,N/A,937,100,1037
1560,JWSB,42N8,69MO,QG7O,1036344589,N/A,1928/6/1,1930/12/8,28P2,1951/8/27,986,V78Y,1418689781,L6MD,F156923813,WRW0,1981/5/6,IC28,106K,FVYQ,25Z7,WGAR,4YQ2,8KU7,28,3,2,942531538,317308035,682680192,698430403,HQBS3935OPYP,N/A,Yes,No,No,Normal,N/A,915,98,1013
1561,677,75MQ,C8FO,0QGG,1830678758,N/A,1995/2/1,1936/5/10,JGCT,1992/9/3,961,NI01,1076073691,7ALO,U292802083,VEAO,1935/10/22,IC27,GC93,7550,E3XN,NW8D,0YYP,WJXT,28,3,2,943437766,910185014,709461893,133452204,U3C90EDW4KSF,N/A,Yes,No,No,Normal,N/A,953,95,1048
1562,SVYW,QASW,OW1F,G0AV,1012197734,N/A,1950/1/1,1967/4/22,729D,1996/9/4,538,E4UM,1799840475,3ELZ,E141282596,XH2V,1974/5/13,IC27,G899,I1EC,OUTB,GS23,4UW6,MIYM,28,3,2,990558213,100535145,699861265,912347179,3E3X9JL9YY5J,N/A,Yes,No,No,Normal,N/A,966,94,1060
1563,5MWH,OWIX,H85E,ZV7B,1813629020,N/A,1990/7/1,2001/11/23,VMZC,1984/4/4,633,C0FV,1877652498,ZBID,D192947319,YO7T,1961/3/20,IC20,ZJ0N,GS3S,G0U8,2Y0Q,5JV7,7D9E,28,3,2,944019091,298685263,912468013,911279809,UJAGZDM2O489,N/A,Yes,No,No,Normal,N/A,986,99,1085
1564,LLOD,6X7R,P2GV,1376,1011843648,N/A,1954/7/1,1953/11/17,9JN7,1919/3/1,248,VOBE,1605759867,UIBW,J124211665,GTSM,1992/8/26,IC12,TXQE,JGKG,C5SJ,Z1N2,B98J,J40Y,28,3,2,921400566,800190313,622300977,873220949,KTD71K8E9SBW,N/A,Yes,No,No,Normal,N/A,944,90,1034
1565,4GFQ,XE3V,5F5J,49NA,1966102094,N/A,2009/3/1,1988/12/2,IXBO,1992/12/18,561,EP86,1135684823,OSHT,S184072138,5Y2M,2005/8/3,IC02,IAPC,TBD1,1U4D,CLJ2,C70L,FLVH,28,3,2,960747469,955004044,425249296,555415922,0MZKFT1ZVV12,N/A,Yes,No,No,Normal,N/A,910,94,1004
1566,QUZL,G38R,BXAD,RIEJ,1839024649,N/A,1945/8/1,1962/4/28,053E,1969/11/29,559,9N8M,1441787870,5U1K,G299026330,GS5C,2011/6/21,IC24,P6UY,EU74,5A5J,K4PD,0EFF,XHOI,28,3,2,919200000,484457757,511139042,742929537,A7FKUHP4Y73C,N/A,Yes,No,No,Normal,N/A,991,92,1083
1567,9FD3,1N2E,P5XR,UB90,1881368913,N/A,1950/8/1,1926/4/16,QWZ5,1999/5/14,563,N92C,1334244377,F6X4,K129526356,GEZP,2015/2/3,IC24,KHW8,0GCM,Z3VX,I7PA,J297,XSNG,28,3,2,948462690,787360932,322747149,181237445,BO6XHW332LAN,N/A,Yes,No,No,Normal,N/A,969,94,1063
1568,ZVWT,D6SO,N4VQ,MC98,1640536899,N/A,1975/3/1,2010/1/11,VKG1,1985/6/2,629,KIQK,1455537139,M7D1,U246933496,ANWA,1957/4/15,IC11,L88J,M7M2,F7T9,JCCL,WMN0,5U8P,28,3,2,942725374,113541789,304536351,194651095,8BWBORWLYLV3,N/A,Yes,No,No,Normal,N/A,946,93,1039
1569,63QD,1THZ,Z3SJ,BC2X,1048491791,N/A,2014/10/1,1931/6/20,PPE9,1965/2/13,168,4VYW,1511936779,2QUH,U173727789,0VVE,1958/3/3,IC11,GRG1,PYMM,ELOP,718R,ZR0O,7FWL,28,3,2,978674733,527090879,137724902,844103936,I0PJDG501LJO,N/A,Yes,No,No,Normal,N/A,983,99,1082
1570,TFZA,RS08,PFCN,8SRW,1497880526,N/A,1928/5/1,1943/11/29,MWUW,1986/9/29,58,UQZ7,1257047329,C6ZS,V260021535,4AO5,2013/4/4,IC04,SX4M,0N04,35MG,EB9C,US0S,NDTY,28,3,2,931987075,334477502,547292009,181402720,LTEOY0RLPF5J,N/A,Yes,No,No,Normal,N/A,930,91,1021
1571,2RTZ,C3XK,RPN6,6QI1,1593065192,N/A,1955/2/1,1982/3/31,EQ5M,1915/2/22,426,77TB,1548360315,LZT7,U230464771,KHJO,1986/5/21,IC02,1MI5,DNIU,X3ZS,OL0Q,I4U2,IOXU,28,3,2,951207619,986970708,709861488,610327423,9A9R0T7ZO3IQ,N/A,Yes,No,No,Normal,N/A,929,99,1028
1572,VC8X,B0YJ,5TZ1,FWY1,1965477572,N/A,1960/2/1,1973/1/1,RKRE,1998/5/19,948,9FNN,1856061557,K4GG,P174043973,G88U,1963/11/3,IC12,3H7P,677Y,6V6B,5ER3,HQ7F,WIAF,28,3,2,920660808,199925090,743194832,578711932,OBE96Y7TS9IC,N/A,Yes,No,No,Normal,N/A,961,97,1058
1573,9UKU,0VRA,4QGZ,7KU7,1503546402,N/A,1971/2/1,2006/2/13,5FF6,2013/11/20,533,MGJZ,1531133470,BHTJ,I117783257,SOS2,1977/12/20,IC06,6T8V,M06C,R3FR,K419,2WAB,5MN0,28,3,2,944871364,414881700,358478937,531703190,BB8414Y69JKN,N/A,Yes,No,No,Normal,N/A,918,99,1017
1574,OXT6,5K6I,LDNL,5IYF,1044556631,N/A,1991/4/1,1985/4/27,DQ1E,1956/9/18,159,46S3,1267376657,VH97,D275597118,0XU5,1968/10/5,IC18,CFKK,UBBA,NGRJ,VLU9,I6G0,DRPC,28,3,2,926036996,869916388,845354631,323323893,9QUFK8JROUGP,N/A,Yes,No,No,Normal,N/A,989,91,1080
1575,G0LO,UV29,W2JN,NBEB,1869129533,N/A,1970/1/1,2014/6/17,QCXV,2008/11/5,816,WTTH,1530170578,5ABV,W210640559,2WO1,1975/6/18,IC15,QQQX,CAWT,83MZ,3K71,QOG7,3MGK,28,3,2,928756421,118728161,193172617,570866438,EFWO717PB1HB,N/A,Yes,No,No,Normal,N/A,927,97,1024
1576,9DGA,BFRX,NZQK,W40O,1543922849,N/A,1991/3/1,1926/2/8,1OYF,1983/3/21,96,LKWB,1341626918,83JV,A225592768,6MBN,1945/2/8,IC17,K4EJ,1KL6,OOZ2,MNKR,353O,N5RK,28,3,2,978905956,122066308,715345121,228960182,T7SPSWPW6Y69,N/A,Yes,No,No,Normal,N/A,999,92,1091
1577,4QHT,8T7X,9V9G,KOUG,1691489523,N/A,1921/1/1,1912/11/28,7CVE,1946/9/6,881,2KJL,1537205634,Z71R,E165803134,7AB6,1916/5/28,IC31,YPZW,WV68,JEC6,B637,7ZVW,P5FD,28,3,2,995796178,808016092,619204366,822280957,CLRC16M7V9CS,N/A,Yes,No,No,Normal,N/A,927,90,1017
1578,R282,XD04,8J6H,1DUU,1325139072,N/A,1954/6/1,1991/3/15,4TTB,1927/10/16,460,P95B,1076814378,SNTT,M293495954,HTHN,1987/3/5,IC21,VXPK,DIJN,FD0T,J9KW,PQAP,CBM5,28,3,2,986325927,683136456,814311925,323119694,Z66VHA7UWJFD,N/A,Yes,No,No,Normal,N/A,944,100,1044
1579,SE7N,NOJ6,ZDS2,DL3M,1400131738,N/A,1918/1/1,1926/2/20,P8U6,1966/9/18,280,ENX1,1568665506,RUW4,S159438366,86NN,1998/12/16,IC15,P45G,67ST,MZB3,B287,JA61,7O9X,28,3,2,996693840,992576282,214649043,564591791,4T3R13JADF8A,N/A,Yes,No,No,Normal,N/A,945,97,1042
1580,UVI6,10JD,ZTSC,IETB,1271154072,N/A,1967/11/1,2001/3/15,DG3J,2008/8/30,507,46FC,1217198476,SSR8,F287350927,EQ7T,1956/6/5,IC21,P9L0,6RTU,QL23,O9C7,82WA,KCA1,28,3,2,969935027,477324814,297923701,641171990,EAPYMUJQQXL5,N/A,Yes,No,No,Normal,N/A,1000,90,1090
1581,630D,OXNG,EDJH,59VA,1765912011,N/A,2016/7/1,1997/06/31,1IEC,1961/5/29,520,9JP6,1414910158,ADE1,X273179453,OM6E,1934/6/16,IC28,1232,722,SP5N,GIGC,6JUK,9FNM,28,3,2,900825575,616319636,846802840,249135167,E2Q8J7YPQDDU,N/A,Yes,No,No,Normal,N/A,981,90,1071
1582,RFT2,KVF6,8CHC,VRC3,1429360509,N/A,2013/7/1,1979/11/31,54PT,1912/2/24,421,ALTH,1533230023,9BG7,F148225590,U1QC,1981/3/23,IC20,VLRW,6K4Z,7AGG,1PG7,OZRF,VALW,28,3,2,937133885,439170211,965026567,722808577,88TC38CNERIY,N/A,Yes,No,No,Normal,N/A,945,94,1039
